seed,candidate,mechanism,cost,train_support,test_relevant_queries,selected,consumed,positive,negative,positive_magnitude,negative_magnitude
0,mcv:1290,mcv,362,2,2,False,0,0,0,0.0,0.0
0,fd:35,fd,27,6,2,False,0,0,0,0.0,0.0
0,mcv:1767,mcv,270,1,2,False,0,0,0,0.0,0.0
0,mcv:397,mcv,304,4,2,False,0,0,0,0.0,0.0
0,mcv:162,mcv,382,6,2,False,0,0,0,0.0,0.0
0,fd:63,fd,27,6,2,False,0,0,0,0.0,0.0
0,mcv:1599,mcv,266,1,2,False,0,0,0,0.0,0.0
0,mcv:1497,mcv,444,2,1,False,0,0,0,0.0,0.0
0,mcv:1978,mcv,476,1,1,False,0,0,0,0.0,0.0
0,mcv:1699,mcv,248,2,1,False,0,0,0,0.0,0.0
0,mcv:1713,mcv,252,2,1,False,0,0,0,0.0,0.0
0,fd:610,fd,41,2,1,False,0,0,0,0.0,0.0
0,mcv:1186,mcv,270,3,1,False,0,0,0,0.0,0.0
0,fd:147,fd,27,5,1,False,0,0,0,0.0,0.0
0,mcv:370,mcv,408,4,2,False,0,0,0,0.0,0.0
0,mcv:1484,mcv,432,1,2,False,0,0,0,0.0,0.0
0,mcv:157,mcv,148,4,4,False,0,0,0,0.0,0.0
0,mcv:330,mcv,248,6,1,False,0,0,0,0.0,0.0
0,fd:605,fd,27,2,1,False,0,0,0,0.0,0.0
0,mcv:1858,mcv,296,1,1,False,0,0,0,0.0,0.0
0,fd:557,fd,27,1,2,False,0,0,0,0.0,0.0
0,mcv:453,mcv,170,2,4,False,0,0,0,0.0,0.0
0,mcv:1640,mcv,244,1,2,False,0,0,0,0.0,0.0
0,fd:145,fd,41,4,2,False,0,0,0,0.0,0.0
0,mcv:99,mcv,492,4,4,False,0,0,0,0.0,0.0
0,mcv:783,mcv,218,4,1,False,0,0,0,0.0,0.0
0,mcv:1641,mcv,676,2,1,False,0,0,0,0.0,0.0
0,fd:661,fd,27,1,1,False,0,0,0,0.0,0.0
0,mcv:823,mcv,244,3,2,False,0,0,0,0.0,0.0
0,fd:184,fd,27,4,2,False,0,0,0,0.0,0.0
0,fd:56,fd,27,7,1,False,0,0,0,0.0,0.0
0,fd:358,fd,27,3,2,False,0,0,0,0.0,0.0
0,mcv:216,mcv,304,4,3,False,0,0,0,0.0,0.0
0,mcv:520,mcv,226,5,1,False,0,0,0,0.0,0.0
0,mcv:889,mcv,218,4,1,False,0,0,0,0.0,0.0
0,mcv:373,mcv,480,5,1,False,0,0,0,0.0,0.0
0,fd:346,fd,27,4,1,False,0,0,0,0.0,0.0
0,mcv:16,mcv,304,8,2,False,0,0,0,0.0,0.0
0,mcv:91,mcv,274,6,2,False,0,0,0,0.0,0.0
0,mcv:213,mcv,556,5,2,False,0,0,0,0.0,0.0
0,mcv:214,mcv,470,6,1,False,0,0,0,0.0,0.0
0,fd:85,fd,27,4,3,True,2,1,1,0.0004551613016972045,0.014967082682396438
0,mcv:1189,mcv,292,3,1,False,0,0,0,0.0,0.0
0,mcv:911,mcv,382,3,2,False,0,0,0,0.0,0.0
0,mcv:2056,mcv,614,1,1,False,0,0,0,0.0,0.0
0,mcv:15,mcv,418,6,4,False,0,0,0,0.0,0.0
0,fd:82,fd,27,4,3,False,0,0,0,0.0,0.0
0,fd:133,fd,27,6,1,True,1,1,0,0.04341389480557711,0.0
0,fd:632,fd,27,1,2,False,0,0,0,0.0,0.0
0,fd:488,fd,41,3,1,False,0,0,0,0.0,0.0
0,mcv:461,mcv,170,2,4,False,0,0,0,0.0,0.0
0,fd:757,fd,27,0,1,False,0,0,0,0.0,0.0
0,mcv:2252,mcv,148,0,1,False,0,0,0,0.0,0.0
0,fd:339,fd,27,4,1,False,0,0,0,0.0,0.0
0,mcv:1236,mcv,358,3,1,False,0,0,0,0.0,0.0
0,mcv:202,mcv,486,4,3,False,0,0,0,0.0,0.0
0,fd:159,fd,41,4,2,False,0,0,0,0.0,0.0
0,mcv:816,mcv,476,3,2,False,0,0,0,0.0,0.0
0,mcv:28,mcv,540,7,3,False,0,0,0,0.0,0.0
0,mcv:460,mcv,170,4,2,False,0,0,0,0.0,0.0
0,mcv:1852,mcv,352,1,1,False,0,0,0,0.0,0.0
0,mcv:1042,mcv,550,2,2,False,0,0,0,0.0,0.0
0,mcv:1700,mcv,226,1,2,False,0,0,0,0.0,0.0
0,fd:664,fd,27,1,1,False,0,0,0,0.0,0.0
0,fd:59,fd,27,4,4,False,0,0,0,0.0,0.0
0,fd:5,fd,27,8,2,True,1,1,0,0.00034759364719372243,0.0
0,mcv:895,mcv,226,4,1,False,0,0,0,0.0,0.0
0,mcv:1483,mcv,318,1,2,False,0,0,0,0.0,0.0
0,mcv:1982,mcv,266,1,1,False,0,0,0,0.0,0.0
0,mcv:376,mcv,274,4,2,False,0,0,0,0.0,0.0
0,mcv:391,mcv,304,3,3,False,0,0,0,0.0,0.0
0,mcv:1693,mcv,392,2,1,False,0,0,0,0.0,0.0
0,fd:150,fd,41,4,2,False,0,0,0,0.0,0.0
0,mcv:307,mcv,170,6,1,False,0,0,0,0.0,0.0
0,mcv:154,mcv,382,7,1,False,0,0,0,0.0,0.0
0,mcv:530,mcv,414,4,2,False,0,0,0,0.0,0.0
0,mcv:178,mcv,512,7,1,False,0,0,0,0.0,0.0
0,fd:714,fd,27,1,1,False,0,0,0,0.0,0.0
0,fd:70,fd,27,7,1,True,0,0,0,0.0,0.0
0,mcv:40,mcv,840,9,1,True,1,1,0,0.005259253206494563,0.0
0,fd:18,fd,27,9,1,False,0,0,0,0.0,0.0
0,fd:204,fd,27,4,2,False,0,0,0,0.0,0.0
0,mcv:179,mcv,674,7,1,False,0,0,0,0.0,0.0
0,mcv:879,mcv,714,3,2,True,1,0,1,0.0,2.654890529640852e-08
0,mcv:183,mcv,506,5,3,False,0,0,0,0.0,0.0
0,mcv:988,mcv,344,2,3,False,0,0,0,0.0,0.0
0,fd:496,fd,27,2,2,False,0,0,0,0.0,0.0
0,mcv:2044,mcv,174,1,1,False,0,0,0,0.0,0.0
0,mcv:621,mcv,222,5,1,False,0,0,0,0.0,0.0
0,mcv:1321,mcv,270,2,2,False,0,0,0,0.0,0.0
0,fd:73,fd,27,5,3,False,0,0,0,0.0,0.0
0,mcv:125,mcv,996,7,1,False,0,0,0,0.0,0.0
0,mcv:1198,mcv,1414,3,1,False,0,0,0,0.0,0.0
0,mcv:1199,mcv,812,3,1,False,0,0,0,0.0,0.0
0,mcv:322,mcv,196,4,3,False,0,0,0,0.0,0.0
0,mcv:533,mcv,384,5,1,False,0,0,0,0.0,0.0
0,mcv:1256,mcv,572,1,3,False,0,0,0,0.0,0.0
0,mcv:1336,mcv,248,3,1,False,0,0,0,0.0,0.0
0,mcv:300,mcv,196,5,2,False,0,0,0,0.0,0.0
0,fd:115,fd,27,5,2,False,0,0,0,0.0,0.0
0,fd:105,fd,27,5,2,False,0,0,0,0.0,0.0
0,mcv:277,mcv,318,5,2,False,0,0,0,0.0,0.0
0,mcv:301,mcv,384,4,3,False,0,0,0,0.0,0.0
0,mcv:464,mcv,592,4,2,False,0,0,0,0.0,0.0
0,mcv:297,mcv,222,5,2,False,0,0,0,0.0,0.0
0,mcv:1999,mcv,366,1,1,False,0,0,0,0.0,0.0
0,mcv:139,mcv,432,5,3,False,0,0,0,0.0,0.0
0,mcv:804,mcv,664,3,2,False,0,0,0,0.0,0.0
0,fd:313,fd,27,2,3,False,0,0,0,0.0,0.0
0,mcv:1626,mcv,554,1,2,False,0,0,0,0.0,0.0
0,mcv:1717,mcv,528,2,1,False,0,0,0,0.0,0.0
0,mcv:805,mcv,348,2,3,False,0,0,0,0.0,0.0
0,mcv:850,mcv,318,4,1,False,0,0,0,0.0,0.0
0,mcv:1262,mcv,620,3,1,False,0,0,0,0.0,0.0
0,mcv:498,mcv,432,3,3,False,0,0,0,0.0,0.0
0,mcv:346,mcv,340,6,1,False,0,0,0,0.0,0.0
0,mcv:1680,mcv,388,2,1,False,0,0,0,0.0,0.0
0,fd:140,fd,27,6,1,False,0,0,0,0.0,0.0
0,fd:584,fd,27,1,2,False,0,0,0,0.0,0.0
0,mcv:145,mcv,218,7,1,False,0,0,0,0.0,0.0
0,mcv:501,mcv,314,4,2,False,0,0,0,0.0,0.0
0,mcv:1720,mcv,314,2,1,False,0,0,0,0.0,0.0
0,mcv:480,mcv,362,5,1,False,0,0,0,0.0,0.0
0,mcv:53,mcv,404,8,1,False,0,0,0,0.0,0.0
0,mcv:433,mcv,200,5,1,False,0,0,0,0.0,0.0
0,mcv:974,mcv,148,3,2,False,0,0,0,0.0,0.0
0,mcv:74,mcv,434,7,2,False,0,0,0,0.0,0.0
0,mcv:1,mcv,244,9,4,False,0,0,0,0.0,0.0
0,mcv:736,mcv,196,4,1,False,0,0,0,0.0,0.0
0,mcv:163,mcv,218,5,3,False,0,0,0,0.0,0.0
0,mcv:430,mcv,382,3,3,False,0,0,0,0.0,0.0
0,mcv:348,mcv,200,6,1,False,0,0,0,0.0,0.0
0,mcv:1171,mcv,222,3,1,False,0,0,0,0.0,0.0
0,mcv:7,mcv,738,9,2,False,0,0,0,0.0,0.0
0,mcv:164,mcv,292,6,2,False,0,0,0,0.0,0.0
0,mcv:919,mcv,266,3,2,True,0,0,0,0.0,0.0
0,mcv:65,mcv,196,7,2,True,2,2,0,5.783689771554634e-08,0.0
0,mcv:18,mcv,174,9,1,False,0,0,0,0.0,0.0
0,mcv:846,mcv,314,4,1,True,0,0,0,0.0,0.0
0,mcv:1352,mcv,650,3,1,False,0,0,0,0.0,0.0
0,mcv:762,mcv,196,3,2,False,0,0,0,0.0,0.0
0,mcv:250,mcv,218,5,2,False,0,0,0,0.0,0.0
0,mcv:233,mcv,174,5,2,False,0,0,0,0.0,0.0
0,mcv:446,mcv,148,5,1,False,0,0,0,0.0,0.0
0,fd:297,fd,27,3,2,False,0,0,0,0.0,0.0
0,mcv:1551,mcv,148,2,1,False,0,0,0,0.0,0.0
0,fd:255,fd,27,5,1,True,0,0,0,0.0,0.0
0,mcv:890,mcv,266,4,1,False,0,0,0,0.0,0.0
0,mcv:120,mcv,170,5,3,True,1,1,0,0.041141334834344345,0.0
0,mcv:908,mcv,492,4,1,False,0,0,0,0.0,0.0
0,mcv:60,mcv,218,6,3,True,1,1,0,4.303683223554426,0.0
0,mcv:1460,mcv,292,3,1,False,0,0,0,0.0,0.0
0,mcv:739,mcv,148,4,1,False,0,0,0,0.0,0.0
0,mcv:611,mcv,200,5,1,False,0,0,0,0.0,0.0
0,mcv:741,mcv,196,3,2,False,0,0,0,0.0,0.0
0,fd:174,fd,41,5,1,True,1,1,0,0.0004206437323439616,0.0
0,mcv:296,mcv,244,4,3,False,0,0,0,0.0,0.0
0,fd:356,fd,27,4,1,False,0,0,0,0.0,0.0
0,fd:113,fd,27,4,3,False,0,0,0,0.0,0.0
0,mcv:141,mcv,848,5,3,False,0,0,0,0.0,0.0
0,mcv:4,mcv,288,8,3,True,3,2,1,0.250253603588775,0.05120375602930216
0,mcv:121,mcv,218,6,2,False,0,0,0,0.0,0.0
0,mcv:2,mcv,218,9,3,False,0,0,0,0.0,0.0
0,mcv:613,mcv,218,4,2,False,0,0,0,0.0,0.0
0,mcv:299,mcv,226,6,1,False,0,0,0,0.0,0.0
0,mcv:843,mcv,244,3,2,True,1,0,1,0.0,0.05719863234591949
0,mcv:909,mcv,492,3,2,False,0,0,0,0.0,0.0
0,mcv:916,mcv,218,4,1,False,0,0,0,0.0,0.0
0,fd:142,fd,27,6,1,False,0,0,0,0.0,0.0
0,fd:90,fd,27,5,2,False,0,0,0,0.0,0.0
0,mcv:350,mcv,218,5,2,False,0,0,0,0.0,0.0
0,mcv:118,mcv,196,6,2,False,0,0,0,0.0,0.0
0,mcv:1545,mcv,148,2,1,False,0,0,0,0.0,0.0
0,fd:6,fd,27,9,1,False,0,0,0,0.0,0.0
0,fd:171,fd,27,3,3,False,0,0,0,0.0,0.0
0,fd:357,fd,27,3,2,False,0,0,0,0.0,0.0
0,fd:1,fd,27,9,4,False,0,0,0,0.0,0.0
0,mcv:1326,mcv,196,2,2,False,0,0,0,0.0,0.0
0,mcv:168,mcv,314,7,1,False,0,0,0,0.0,0.0
0,fd:205,fd,27,5,1,False,0,0,0,0.0,0.0
0,mcv:535,mcv,340,5,1,False,0,0,0,0.0,0.0
0,fd:238,fd,41,5,1,False,0,0,0,0.0,0.0
0,mcv:160,mcv,810,6,2,False,0,0,0,0.0,0.0
0,fd:24,fd,27,8,1,False,0,0,0,0.0,0.0
0,mcv:928,mcv,650,3,2,False,0,0,0,0.0,0.0
0,mcv:709,mcv,318,4,1,False,0,0,0,0.0,0.0
0,mcv:569,mcv,270,4,2,False,0,0,0,0.0,0.0
0,mcv:1548,mcv,196,2,1,False,0,0,0,0.0,0.0
0,mcv:921,mcv,382,4,1,False,0,0,0,0.0,0.0
0,mcv:2073,mcv,432,1,1,False,0,0,0,0.0,0.0
0,mcv:1728,mcv,460,1,2,False,0,0,0,0.0,0.0
0,mcv:1904,mcv,304,1,1,False,0,0,0,0.0,0.0
0,mcv:933,mcv,222,3,2,False,0,0,0,0.0,0.0
0,fd:226,fd,27,4,2,False,0,0,0,0.0,0.0
0,fd:62,fd,27,6,2,False,0,0,0,0.0,0.0
0,mcv:312,mcv,382,4,3,False,0,0,0,0.0,0.0
0,mcv:1369,mcv,196,2,2,False,0,0,0,0.0,0.0
0,mcv:1518,mcv,748,2,1,True,0,0,0,0.0,0.0
0,mcv:1520,mcv,330,2,1,False,0,0,0,0.0,0.0
0,fd:537,fd,27,3,1,False,0,0,0,0.0,0.0
0,mcv:1422,mcv,278,3,1,False,0,0,0,0.0,0.0
0,mcv:1133,mcv,148,2,2,False,0,0,0,0.0,0.0
0,fd:365,fd,27,2,3,False,0,0,0,0.0,0.0
0,mcv:713,mcv,362,3,2,True,0,0,0,0.0,0.0
0,mcv:738,mcv,248,4,1,False,0,0,0,0.0,0.0
0,fd:91,fd,27,5,2,False,0,0,0,0.0,0.0
0,mcv:1371,mcv,300,1,3,False,0,0,0,0.0,0.0
0,mcv:1909,mcv,148,1,1,False,0,0,0,0.0,0.0
0,fd:677,fd,41,1,1,False,0,0,0,0.0,0.0
0,mcv:161,mcv,654,6,2,False,0,0,0,0.0,0.0
0,mcv:1878,mcv,672,1,1,False,0,0,0,0.0,0.0
0,fd:435,fd,41,2,2,False,0,0,0,0.0,0.0
0,fd:447,fd,41,2,2,False,0,0,0,0.0,0.0
0,mcv:1750,mcv,326,2,1,False,0,0,0,0.0,0.0
0,mcv:1385,mcv,148,3,1,False,0,0,0,0.0,0.0
0,mcv:234,mcv,400,5,2,False,0,0,0,0.0,0.0
0,fd:218,fd,27,4,2,False,0,0,0,0.0,0.0
0,fd:517,fd,27,1,3,False,0,0,0,0.0,0.0
0,fd:370,fd,27,3,2,False,0,0,0,0.0,0.0
0,fd:87,fd,41,6,1,False,0,0,0,0.0,0.0
0,mcv:354,mcv,222,5,2,False,0,0,0,0.0,0.0
0,mcv:886,mcv,300,2,3,False,0,0,0,0.0,0.0
0,mcv:930,mcv,378,2,3,False,0,0,0,0.0,0.0
0,mcv:585,mcv,460,5,1,False,0,0,0,0.0,0.0
0,mcv:2159,mcv,222,0,1,False,0,0,0,0.0,0.0
0,mcv:561,mcv,404,4,2,False,0,0,0,0.0,0.0
0,mcv:73,mcv,658,7,2,False,0,0,0,0.0,0.0
0,mcv:536,mcv,174,5,1,True,0,0,0,0.0,0.0
0,mcv:1095,mcv,304,2,2,False,0,0,0,0.0,0.0
0,fd:42,fd,41,6,2,False,0,0,0,0.0,0.0
0,mcv:938,mcv,400,3,2,False,0,0,0,0.0,0.0
0,mcv:66,mcv,248,8,1,False,0,0,0,0.0,0.0
0,mcv:107,mcv,278,6,2,False,0,0,0,0.0,0.0
0,mcv:577,mcv,304,2,4,False,0,0,0,0.0,0.0
0,mcv:704,mcv,318,4,1,False,0,0,0,0.0,0.0
0,mcv:1804,mcv,326,1,2,False,0,0,0,0.0,0.0
0,fd:648,fd,27,1,2,False,0,0,0,0.0,0.0
0,fd:362,fd,41,4,1,False,0,0,0,0.0,0.0
0,mcv:2224,mcv,406,0,1,False,0,0,0,0.0,0.0
0,mcv:2230,mcv,408,0,1,False,0,0,0,0.0,0.0
0,fd:564,fd,27,2,1,False,0,0,0,0.0,0.0
0,fd:121,fd,27,4,3,True,3,2,1,0.0014457454836682704,0.04662970519176213
0,mcv:708,mcv,816,4,1,False,0,0,0,0.0,0.0
0,fd:232,fd,27,2,4,False,0,0,0,0.0,0.0
0,mcv:1353,mcv,650,2,2,False,0,0,0,0.0,0.0
0,mcv:221,mcv,278,6,1,True,1,0,1,0.0,0.7587222049929316
0,mcv:64,mcv,382,8,1,False,0,0,0,0.0,0.0
0,mcv:377,mcv,452,4,2,False,0,0,0,0.0,0.0
0,mcv:45,mcv,652,6,3,False,0,0,0,0.0,0.0
0,mcv:180,mcv,370,6,2,False,0,0,0,0.0,0.0
0,fd:196,fd,27,5,1,True,0,0,0,0.0,0.0
0,mcv:963,mcv,410,3,2,False,0,0,0,0.0,0.0
0,mcv:264,mcv,1124,5,2,False,0,0,0,0.0,0.0
0,mcv:681,mcv,330,3,2,False,0,0,0,0.0,0.0
0,fd:282,fd,27,2,3,False,0,0,0,0.0,0.0
0,fd:431,fd,27,1,3,False,0,0,0,0.0,0.0
0,fd:10,fd,27,7,3,False,0,0,0,0.0,0.0
0,mcv:27,mcv,248,7,3,False,0,0,0,0.0,0.0
0,fd:71,fd,27,6,2,False,0,0,0,0.0,0.0
0,mcv:1947,mcv,912,0,2,False,0,0,0,0.0,0.0
0,fd:101,fd,27,5,2,False,0,0,0,0.0,0.0
0,mcv:265,mcv,618,5,2,False,0,0,0,0.0,0.0
0,mcv:670,mcv,278,3,2,False,0,0,0,0.0,0.0
0,mcv:1071,mcv,356,1,3,False,0,0,0,0.0,0.0
0,mcv:2140,mcv,748,0,1,False,0,0,0,0.0,0.0
0,mcv:210,mcv,392,2,5,False,0,0,0,0.0,0.0
0,mcv:516,mcv,300,5,1,False,0,0,0,0.0,0.0
0,mcv:1407,mcv,550,3,1,False,0,0,0,0.0,0.0
0,mcv:396,mcv,492,5,1,False,0,0,0,0.0,0.0
0,fd:276,fd,41,3,2,False,0,0,0,0.0,0.0
0,mcv:686,mcv,536,2,3,False,0,0,0,0.0,0.0
0,mcv:261,mcv,614,4,3,False,0,0,0,0.0,0.0
0,mcv:385,mcv,400,4,2,True,1,0,1,0.0,0.15437935465306496
0,fd:541,fd,27,3,1,False,0,0,0,0.0,0.0
0,mcv:290,mcv,388,4,3,False,0,0,0,0.0,0.0
0,mcv:1962,mcv,396,1,1,False,0,0,0,0.0,0.0
0,mcv:1433,mcv,300,3,1,False,0,0,0,0.0,0.0
0,mcv:1222,mcv,462,3,1,False,0,0,0,0.0,0.0
0,mcv:1429,mcv,414,3,1,True,1,1,0,0.24195936787679928,0.0
0,mcv:1451,mcv,314,2,2,False,0,0,0,0.0,0.0
0,mcv:2213,mcv,406,0,1,False,0,0,0,0.0,0.0
0,fd:489,fd,27,2,2,False,0,0,0,0.0,0.0
0,fd:687,fd,41,1,1,True,1,1,0,0.120411087795397,0.0
0,mcv:1300,mcv,528,2,2,False,0,0,0,0.0,0.0
0,fd:554,fd,27,3,1,False,0,0,0,0.0,0.0
0,fd:387,fd,41,3,2,False,0,0,0,0.0,0.0
0,fd:262,fd,27,5,1,False,0,0,0,0.0,0.0
0,mcv:490,mcv,288,4,2,False,0,0,0,0.0,0.0
0,mcv:1013,mcv,690,2,2,False,0,0,0,0.0,0.0
0,fd:400,fd,27,2,3,False,0,0,0,0.0,0.0
0,mcv:973,mcv,296,3,2,True,2,2,0,5.93806876026202,0.0
0,mcv:2126,mcv,2058,0,1,False,0,0,0,0.0,0.0
0,mcv:1014,mcv,458,3,1,False,0,0,0,0.0,0.0
