seed,query_index,query_id,outcome,delta,mechanism,empty_qerror,train_qerror,oracle_qerror,cross_mechanism,negative_magnitude,repairable_single_removal,oracle_gap,dominant,missing_class,mcv_trace,fd_trace,labels,best_single_removal,best_missing_add
0,63,query.64,positive,0.38396491850083914,mcv_fd_composed,1.7331344217907005,1.3491695032898614,1.2371418076478875,False,0.0,0.0,0.1120276956419739,,S2_positive_signal_budget_pressure,[1429],[687],"[""N6_missing_test_useful"", ""N7_budget_displacement""]","{""candidate"": ""fd:687"", ""qerror_without"": 1.4695805910852584, ""attribution"": 0.120411087795397, ""change_kind"": ""fd_control_change"", ""trace_without"": {""mcv"": [1429], ""fd"": [], ""rows"": 278176.64609880734}}","{""candidate"": ""mcv:1962"", ""qerror_with_add"": 1.3434905783662732, ""gain"": 0.0056789249235882355, ""useful"": true}"
0,71,query.72,positive,5.918835731028399,mcv_only,7.511368534404937,1.592532803376538,1.5877110755435346,False,0.0,0.0,0.004821727833003386,,S1_no_training_signal,[973],[],"[""N6_missing_test_useful""]","{""candidate"": ""mcv:973"", ""qerror_without"": 7.511368534404937, ""attribution"": 5.918835731028399, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [], ""fd"": [], ""rows"": 30638.87225183774}}","{""candidate"": ""fd:554"", ""qerror_with_add"": 1.587711109389752, ""gain"": 0.004821693986786002, ""useful"": true}"
0,72,query.73,neutral,0.0,no_extstat_consumption,4.593953655574878,4.593953655574878,1.4331571362052362,False,0.0,0.0,3.160796519369642,,S1_no_training_signal,[],[],"[""N6_missing_test_useful""]",null,"{""candidate"": ""mcv:2201"", ""qerror_with_add"": 1.583903537010791, ""gain"": 3.010050118564087, ""useful"": true}"
0,75,query.76,negative,-0.129455026075733,mcv_only,1.1412350189642961,1.2706900450400291,1.2831071702357246,False,0.129455026075733,0.129455026075733,0.0,mcv_consumption_removal,,[721],[],"[""N2_harmful_mcv_correction""]","{""candidate"": ""mcv:721"", ""qerror_without"": 1.1412350189642961, ""attribution"": -0.129455026075733, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [], ""fd"": [], ""rows"": 1075731.974220472}}","{""candidate"": ""mcv:226"", ""qerror_with_add"": 1.2831071702357246, ""gain"": -0.012417125195695489, ""useful"": false}"
0,97,query.98,neutral,0.0,no_extstat_consumption,1.2269656106766704,1.2269656106766704,1.0033115507040786,False,0.0,0.0,0.2236540599725918,,S1_no_training_signal,[],[],"[""N6_missing_test_useful""]",null,"{""candidate"": ""mcv:1"", ""qerror_with_add"": 1.0043095316289539, ""gain"": 0.22265607904771656, ""useful"": true}"
0,104,query.105,negative,-0.02441405207431413,mcv_fd_composed,1.0178365946733003,1.0422506467476145,1.000040480954639,True,0.02441405207431413,0.0,0.04221016579297543,N6_missing_benefit_without_harmful_presence,S1_no_training_signal,[270],[5],"[""N5_multi_statistic_interaction"", ""N6_missing_test_useful""]","{""candidate"": ""fd:5"", ""qerror_without"": 1.0425982403948082, ""attribution"": 0.00034759364719372243, ""change_kind"": ""fd_control_change"", ""trace_without"": {""mcv"": [270], ""fd"": [], ""rows"": 365457.1677156433}}","{""candidate"": ""fd:53"", ""qerror_with_add"": 1.042150093007616, ""gain"": 0.00010055373999851014, ""useful"": true}"
0,111,query.112,neutral,0.0,no_extstat_consumption,1.0041905342427915,1.0041905342427915,1.0028447030611933,False,0.0,0.0,0.001345831181598145,,S1_no_training_signal,[],[],"[""N6_missing_test_useful""]",null,"{""candidate"": ""mcv:100"", ""qerror_with_add"": 1.0028447329482952, ""gain"": 0.0013458012944962405, ""useful"": true}"
0,113,query.114,neutral,0.0,no_extstat_consumption,1.071909128836779,1.071909128836779,1.0431158329124932,False,0.0,0.0,0.02879329592428581,,S1_no_training_signal,[],[],"[""N6_missing_test_useful""]",null,"{""candidate"": ""mcv:983"", ""qerror_with_add"": 1.0432192225195305, ""gain"": 0.028689906317248548, ""useful"": true}"
0,122,query.123,negative,-1.8868394733350797,mcv_only,12.723366105389394,14.610205578724473,1.241350112374637,False,1.8868394733350797,0.0,13.368855466349837,N6_missing_benefit_without_harmful_presence,S1_no_training_signal,"[86, 939]",[],"[""N5_multi_statistic_interaction"", ""N6_missing_test_useful""]","{""candidate"": ""mcv:939"", ""qerror_without"": 14.610205865312437, ""attribution"": 2.8658796402680764e-07, ""change_kind"": ""mcv_winner_replacement"", ""trace_without"": {""mcv"": [86, 941], ""fd"": [], ""rows"": 88041.10054437275}}","{""candidate"": ""mcv:226"", ""qerror_with_add"": 2.0536720134810333, ""gain"": 12.55653356524344, ""useful"": true}"
0,124,query.125,negative,-0.01277592282389417,fd_only,4.6204579103813055,4.6332338332052,1.0014563150072442,False,0.01277592282389417,0.01277592282389417,3.6317775181979552,fd_control_change,S1_no_training_signal,[],[52],"[""N3_fd_harmful_correction"", ""N6_missing_test_useful""]","{""candidate"": ""fd:52"", ""qerror_without"": 4.6204579103813055, ""attribution"": -0.01277592282389417, ""change_kind"": ""fd_control_change"", ""trace_without"": {""mcv"": [], ""fd"": [], ""rows"": 223879.66758961577}}","{""candidate"": ""mcv:83"", ""qerror_with_add"": 1.00375801638948, ""gain"": 3.6294758168157197, ""useful"": true}"
0,128,query.129,negative,-0.23180963582965863,mcv_only,1.0360210902774918,1.2678307261071504,1.0263134062483659,False,0.23180963582965863,0.23180963582965863,0.24151731985878455,mcv_consumption_removal,,[1209],[],"[""N2_harmful_mcv_correction""]","{""candidate"": ""mcv:1209"", ""qerror_without"": 1.0360210902774918, ""attribution"": -0.23180963582965863, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [], ""fd"": [], ""rows"": 342848.2328529262}}","{""candidate"": ""mcv:1957"", ""qerror_with_add"": 1.2678307261071504, ""gain"": 0.0, ""useful"": false}"
0,132,query.133,positive,0.838003953292112,mcv_only,4.1061042659614255,3.2681003126693136,1.5739505959406157,False,0.0,0.0,1.6941497167286979,,,[794],[],[],"{""candidate"": ""mcv:794"", ""qerror_without"": 3.8744987985364063, ""attribution"": 0.6063984858670928, ""change_kind"": ""mcv_winner_replacement"", ""trace_without"": {""mcv"": [1101], ""fd"": [], ""rows"": 148275.95254824075}}","{""candidate"": ""mcv:1213"", ""qerror_with_add"": 3.2681003126693136, ""gain"": 0.0, ""useful"": false}"
0,133,query.134,negative,-0.030133114431084795,mcv_only,2.249236334764908,2.279369449195993,1.1813696677621117,False,0.030133114431084795,0.030133114431084795,1.097999781433881,mcv_winner_replacement,S1_no_training_signal,"[96, 170]",[],"[""N1_mcv_winner_replacement"", ""N6_missing_test_useful""]","{""candidate"": ""mcv:170"", ""qerror_without"": 2.2461370062541586, ""attribution"": -0.03323244294183425, ""change_kind"": ""mcv_winner_replacement"", ""trace_without"": {""mcv"": [96, 588], ""fd"": [], ""rows"": 481356.2115710315}}","{""candidate"": ""mcv:703"", ""qerror_with_add"": 1.2867040529860077, ""gain"": 0.9926653962099852, ""useful"": true}"
0,144,query.145,neutral,0.0,no_extstat_consumption,1.7299057312739659,1.7299057312739659,1.2256586661742443,False,0.0,0.0,0.5042470650997215,,S1_no_training_signal,[],[],"[""N6_missing_test_useful""]",null,"{""candidate"": ""mcv:1"", ""qerror_with_add"": 1.2256586661742443, ""gain"": 0.5042470650997215, ""useful"": true}"
0,149,query.150,positive,0.5198779847192663,mcv_only,6.538092856752774,6.018214872033508,3.650516212293459,False,0.0,0.0,2.367698659740049,,S1_no_training_signal,[411],[],"[""N6_missing_test_useful""]","{""candidate"": ""mcv:411"", ""qerror_without"": 7.903246866634571, ""attribution"": 1.8850319946010634, ""change_kind"": ""mcv_winner_replacement"", ""trace_without"": {""mcv"": [1052], ""fd"": [], ""rows"": 358862.730473276}}","{""candidate"": ""mcv:107"", ""qerror_with_add"": 4.392281694214286, ""gain"": 1.6259331778192223, ""useful"": true}"
0,154,query.155,positive,0.19846845099415122,mcv_only,1.2042282039296783,1.005759752935527,1.005759752935527,False,0.0,0.0,0.0,,,[4],[],[],"{""candidate"": ""mcv:4"", ""qerror_without"": 1.2042282039296783, ""attribution"": 0.19846845099415122, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [], ""fd"": [], ""rows"": 1057688.0822498836}}",null
0,155,query.156,negative,-0.6423211651923653,mcv_fd_composed,1.1544263621152548,1.79674752730762,1.0475245981855512,False,0.6423211651923653,0.6423211651923653,0.7492229291220689,mcv_consumption_removal,S1_no_training_signal,"[196, 1757]",[85],"[""N2_harmful_mcv_correction"", ""N6_missing_test_useful""]","{""candidate"": ""mcv:1757"", ""qerror_without"": 1.1454333084446457, ""attribution"": -0.6513142188629744, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [196], ""fd"": [85], ""rows"": 44036.61010041041}}","{""candidate"": ""mcv:274"", ""qerror_with_add"": 1.0919585082295762, ""gain"": 0.7047890190780439, ""useful"": true}"
0,158,query.159,negative,-0.03105518796716833,mcv_only,3.691691133402734,3.722746321369902,1.160683467758631,True,0.03105518796716833,0.0,2.562062853611271,N6_missing_benefit_without_harmful_presence,S1_no_training_signal,"[31, 120, 190]",[],"[""N5_multi_statistic_interaction"", ""N6_missing_test_useful""]","{""candidate"": ""mcv:190"", ""qerror_without"": 3.722746321369902, ""attribution"": 0.0, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [31, 120], ""fd"": [], ""rows"": 13945.407719851653}}","{""candidate"": ""mcv:37"", ""qerror_with_add"": 3.64772071967917, ""gain"": 0.07502560169073202, ""useful"": true}"
0,161,query.162,negative,-1.5387421425361891,mcv_only,1.1227085463811601,2.6614506889173493,1.0003289389543333,False,1.5387421425361891,1.4537025789855382,1.661121749963016,mcv_winner_replacement,,"[35, 126]",[],"[""N1_mcv_winner_replacement"", ""N2_harmful_mcv_correction"", ""N5_multi_statistic_interaction""]","{""candidate"": ""mcv:126"", ""qerror_without"": 1.207748109931811, ""attribution"": -1.4537025789855382, ""change_kind"": ""mcv_winner_replacement"", ""trace_without"": {""mcv"": [35, 532, 798], ""fd"": [], ""rows"": 80050.75247439036}}","{""candidate"": ""fd:15"", ""qerror_with_add"": 2.6614506889173493, ""gain"": 0.0, ""useful"": false}"
0,163,query.164,neutral,0.0,no_extstat_consumption,1.0259696079300447,1.0259696079300447,1.0259696139758547,False,0.0,0.0,0.0,,,[],[],[],null,"{""candidate"": ""mcv:59"", ""qerror_with_add"": 1.0259696139758547, ""gain"": -6.045810074795099e-09, ""useful"": false}"
0,166,query.167,positive,0.0013692606822814923,mcv_only,1.8986137464319348,1.8972444857496533,1.214429715695408,True,0.0,0.0,0.6828147700542453,,S1_no_training_signal,[196],[],"[""N6_missing_test_useful""]","{""candidate"": ""mcv:196"", ""qerror_without"": 1.9162230203703066, ""attribution"": 0.018978534620653242, ""change_kind"": ""mcv_winner_replacement"", ""trace_without"": {""mcv"": [198], ""fd"": [514], ""rows"": 228547.91963956648}}","{""candidate"": ""mcv:1003"", ""qerror_with_add"": 1.232086397950986, ""gain"": 0.6651580877986674, ""useful"": true}"
0,169,query.170,negative,-1.8448285743488668e-07,mcv_only,6.751731561651183,6.75173174613404,2.6902814710724265,False,1.8448285743488668e-07,0.0,4.061450275061613,N6_missing_benefit_without_harmful_presence,S1_no_training_signal,[422],[],"[""N5_multi_statistic_interaction"", ""N6_missing_test_useful""]","{""candidate"": ""mcv:422"", ""qerror_without"": 8.992644984167583, ""attribution"": 2.240913238033543, ""change_kind"": ""mcv_winner_replacement"", ""trace_without"": {""mcv"": [869], ""fd"": [], ""rows"": 75592.17373691271}}","{""candidate"": ""mcv:597"", ""qerror_with_add"": 6.2725529531107425, ""gain"": 0.4791787930232978, ""useful"": true}"
0,170,query.171,negative,-0.3197883053639843,mcv_only,1.007685858226624,1.3274741635906082,1.007685858226624,False,0.3197883053639843,0.3197883053639843,0.3197883053639843,mcv_consumption_removal,,[1536],[],"[""N2_harmful_mcv_correction""]","{""candidate"": ""mcv:1536"", ""qerror_without"": 1.007685858226624, ""attribution"": -0.3197883053639843, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [], ""fd"": [], ""rows"": 66678.57323885571}}",null
0,181,query.182,neutral,0.0,no_extstat_consumption,1.000229295688476,1.000229295688476,1.0000299438657871,False,0.0,0.0,0.00019935182268882023,,S1_no_training_signal,[],[],"[""N6_missing_test_useful""]",null,"{""candidate"": ""fd:352"", ""qerror_with_add"": 1.0000299438657871, ""gain"": 0.00019935182268882023, ""useful"": true}"
0,183,query.184,positive,4065.140651134681,mcv_fd_composed,4167.571901046825,102.43124991214384,4.248326404880979,False,0.0,0.0,98.18292350726286,,S1_no_training_signal,"[833, 1268]",[121],"[""N3_fd_harmful_correction"", ""N6_missing_test_useful""]","{""candidate"": ""fd:121"", ""qerror_without"": 102.38462020695208, ""attribution"": -0.04662970519176213, ""change_kind"": ""fd_control_change"", ""trace_without"": {""mcv"": [833, 1268], ""fd"": [], ""rows"": 1331.000062690377}}","{""candidate"": ""mcv:530"", ""qerror_with_add"": 5.175196335806198, ""gain"": 97.25605357633765, ""useful"": true}"
0,197,query.198,neutral,0.0,no_extstat_consumption,1.3452710620957011,1.3452710620957011,1.3015668061399928,False,0.0,0.0,0.04370425595570837,,S1_no_training_signal,[],[],"[""N6_missing_test_useful""]",null,"{""candidate"": ""mcv:1987"", ""qerror_with_add"": 1.3015668061399928, ""gain"": 0.04370425595570837, ""useful"": true}"
0,204,query.205,neutral,0.0,no_extstat_consumption,1.0260063413361096,1.0260063413361096,1.005615920885946,False,0.0,0.0,0.020390420450163482,,,[],[],[],null,"{""candidate"": ""mcv:431"", ""qerror_with_add"": 1.0298870367155437, ""gain"": -0.0038806953794341403, ""useful"": false}"
0,207,query.208,positive,0.5859400173592315,mcv_only,2.2246863927113885,1.638746375352157,1.2791299328834036,False,0.0,0.0,0.35961644246875335,,S1_no_training_signal,[990],[],"[""N1_mcv_winner_replacement"", ""N6_missing_test_useful""]","{""candidate"": ""mcv:990"", ""qerror_without"": 1.3135939851201512, ""attribution"": -0.3251523902320057, ""change_kind"": ""mcv_winner_replacement"", ""trace_without"": {""mcv"": [1205], ""fd"": [], ""rows"": 151759.22108212602}}","{""candidate"": ""mcv:665"", ""qerror_with_add"": 1.2791299328834036, ""gain"": 0.35961644246875335, ""useful"": true}"
0,215,query.216,positive,0.06764901911620247,mcv_only,1.1020150765754246,1.0343660574592222,1.1018629423312258,False,0.0,0.0,0.0,,,[86],[],[],"{""candidate"": ""mcv:86"", ""qerror_without"": 1.1020150765754246, ""attribution"": 0.06764901911620247, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [], ""fd"": [], ""rows"": 593531.807234974}}","{""candidate"": ""fd:447"", ""qerror_with_add"": 1.0345088724068265, ""gain"": -0.00014281494760437496, ""useful"": false}"
0,222,query.223,positive,0.1150273536176345,mcv_fd_composed,1.53791771174424,1.4228903581266055,1.161642324665494,True,0.0,0.0,0.26124803346111136,,S2_positive_signal_budget_pressure,[166],[422],"[""N6_missing_test_useful"", ""N7_budget_displacement""]","{""candidate"": ""fd:422"", ""qerror_without"": 1.423385703627829, ""attribution"": 0.000495345501223543, ""change_kind"": ""fd_control_change"", ""trace_without"": {""mcv"": [166], ""fd"": [], ""rows"": 96417.99805225807}}","{""candidate"": ""mcv:1111"", ""qerror_with_add"": 1.1232657072050176, ""gain"": 0.29962465092158785, ""useful"": true}"
0,226,query.227,positive,0.04561006714840099,mcv_only,1.2123481037672674,1.1667380366188664,1.0819413138054927,False,0.0,0.0,0.08479672281337369,,,[50],[],[],"{""candidate"": ""mcv:50"", ""qerror_without"": 1.2123481037672674, ""attribution"": 0.04561006714840099, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [], ""fd"": [], ""rows"": 1124940.102402973}}","{""candidate"": ""mcv:440"", ""qerror_with_add"": 1.1667380366188664, ""gain"": 0.0, ""useful"": false}"
0,229,query.230,positive,4.401034872991604,mcv_only,5.494561748237695,1.0935268752460912,1.0935268737080168,False,0.0,0.0,1.5380743345616565e-09,,S1_no_training_signal,[96],[],"[""N6_missing_test_useful""]","{""candidate"": ""mcv:96"", ""qerror_without"": 5.494561748237695, ""attribution"": 4.401034872991604, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [], ""fd"": [], ""rows"": 385591.85980607674}}","{""candidate"": ""mcv:82"", ""qerror_with_add"": 1.0935268737080168, ""gain"": 1.5380743345616565e-09, ""useful"": true}"
0,241,query.242,neutral,0.0,no_extstat_consumption,1.1247139287885473,1.1247139287885473,1.0388513661174146,False,0.0,0.0,0.08586256267113268,,S1_no_training_signal,[],[],"[""N6_missing_test_useful""]",null,"{""candidate"": ""mcv:1552"", ""qerror_with_add"": 1.0405694167136113, ""gain"": 0.084144512074936, ""useful"": true}"
0,244,query.245,positive,0.6066315527053034,mcv_only,2.1609480081565153,1.5543164554512119,1.5485418336605994,False,0.0,0.0,0.0057746217906125,,,"[196, 835, 863]",[],"[""N2_harmful_mcv_correction""]","{""candidate"": ""mcv:863"", ""qerror_without"": 1.5500439167248174, ""attribution"": -0.004272538726394437, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [196, 835], ""fd"": [], ""rows"": 120732.06312464975}}","{""candidate"": ""mcv:1261"", ""qerror_with_add"": 1.5543164554512119, ""gain"": 0.0, ""useful"": false}"
0,248,query.249,positive,3.933885728280018e-08,mcv_only,1.0891813943392405,1.0891813550003833,1.0334552035898177,False,0.0,0.0,0.05572615141056558,,,"[833, 1457]",[],[],"{""candidate"": ""mcv:833"", ""qerror_without"": 1.0891813632442269, ""attribution"": 8.243843607758095e-09, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [1457], ""fd"": [], ""rows"": 544729.2985557286}}","{""candidate"": ""mcv:2005"", ""qerror_with_add"": 1.0891813550003833, ""gain"": 0.0, ""useful"": false}"
0,250,query.251,positive,0.007627782492666935,mcv_only,1.6289605008102637,1.6213327183175967,1.3502222049096393,False,0.0,0.0,0.27111051340795744,,S1_no_training_signal,[469],[],"[""N6_missing_test_useful""]","{""candidate"": ""mcv:469"", ""qerror_without"": 1.6289605008102637, ""attribution"": 0.007627782492666935, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [], ""fd"": [], ""rows"": 213725.86985800188}}","{""candidate"": ""mcv:56"", ""qerror_with_add"": 1.3505600809489808, ""gain"": 0.2707726373686159, ""useful"": true}"
0,252,query.253,negative,-0.002184804474960389,mcv_only,1.1175142512059266,1.119699055680887,1.0946218559729828,False,0.002184804474960389,0.002184804474960389,0.02507719970790423,mcv_consumption_removal,,"[35, 425, 629]",[],"[""N2_harmful_mcv_correction""]","{""candidate"": ""mcv:425"", ""qerror_without"": 1.111591061188009, ""attribution"": -0.008107994492877912, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [35, 629], ""fd"": [], ""rows"": 1202345.801787643}}","{""candidate"": ""mcv:862"", ""qerror_with_add"": 1.119699055680887, ""gain"": 0.0, ""useful"": false}"
0,258,query.259,negative,-0.17517825592465242,mcv_only,2.1403758785806284,2.315554134505281,1.037425005196655,False,0.17517825592465242,0.174978707060772,1.2781291293086259,mcv_consumption_removal,S1_no_training_signal,"[166, 751, 829]",[],"[""N2_harmful_mcv_correction"", ""N5_multi_statistic_interaction"", ""N6_missing_test_useful""]","{""candidate"": ""mcv:166"", ""qerror_without"": 2.140575427444509, ""attribution"": -0.174978707060772, ""change_kind"": ""mcv_consumption_removal"", ""trace_without"": {""mcv"": [751, 829], ""fd"": [], ""rows"": 173797.60010507455}}","{""candidate"": ""mcv:123"", ""qerror_with_add"": 2.312254872731684, ""gain"": 0.00329926177359674, ""useful"": true}"
0,260,query.261,neutral,0.0,no_extstat_consumption,1.0055364966647922,1.0055364966647922,1.0020051853785306,False,0.0,0.0,0.003531311286261607,,S1_no_training_signal,[],[],"[""N6_missing_test_useful""]",null,"{""candidate"": ""mcv:115"", ""qerror_with_add"": 1.0020051853785306, ""gain"": 0.003531311286261607, ""useful"": true}"
0,261,query.262,neutral,0.0,no_extstat_consumption,1.0147065572289062,1.0147065572289062,1.001747406048377,False,0.0,0.0,0.01295915118052915,,S1_no_training_signal,[],[],"[""N6_missing_test_useful""]",null,"{""candidate"": ""mcv:201"", ""qerror_with_add"": 1.0024663026311356, ""gain"": 0.012240254597770672, ""useful"": true}"
