neighborhood_size,candidate_count,candidate_ratio
180,3,0.0001558846453624318
181,34,0.0017666926474408937
182,6,0.0003117692907248636
183,5,0.0002598077422707197
184,13,0.0006755001299038712
185,3,0.0001558846453624318
186,1,5.1961548454143937e-05
187,1,5.1961548454143937e-05
188,7,0.0003637308391790075
189,4,0.00020784619381657575
190,19,0.0009872694206287348
191,5,0.0002598077422707197
192,2,0.00010392309690828787
193,1,5.1961548454143937e-05
194,41,0.0021304234866199013
195,2,0.00010392309690828787
196,51,0.0026500389711613405
198,3,0.0001558846453624318
199,6,0.0003117692907248636
200,123,0.006391270459859704
201,12,0.0006235385814497272
202,1,5.1961548454143937e-05
203,20,0.0010392309690828788
204,2,0.00010392309690828787
205,1,5.1961548454143937e-05
206,3,0.0001558846453624318
207,2,0.00010392309690828787
208,2,0.00010392309690828787
209,3,0.0001558846453624318
210,5,0.0002598077422707197
211,48,0.002494154325798909
212,6,0.0003117692907248636
213,1,5.1961548454143937e-05
215,1,5.1961548454143937e-05
216,5,0.0002598077422707197
217,103,0.005352039490776825
218,3,0.0001558846453624318
219,4,0.00020784619381657575
220,1424,0.07399324499870095
222,7,0.0003637308391790075
223,3,0.0001558846453624318
224,2,0.00010392309690828787
225,1,5.1961548454143937e-05
226,9,0.0004676539360872954
227,2,0.00010392309690828787
228,1,5.1961548454143937e-05
229,27,0.0014029618082618861
230,40,0.0020784619381657575
231,1,5.1961548454143937e-05
232,2,0.00010392309690828787
233,4,0.00020784619381657575
234,3,0.0001558846453624318
235,1,5.1961548454143937e-05
236,57,0.0029618082618862044
237,2,0.00010392309690828787
238,4,0.00020784619381657575
239,75,0.003897116134060795
240,1,5.1961548454143937e-05
242,5,0.0002598077422707197
243,1,5.1961548454143937e-05
244,1,5.1961548454143937e-05
245,136,0.007066770589763575
246,7,0.0003637308391790075
248,16,0.000831384775266303
249,2,0.00010392309690828787
251,40,0.0020784619381657575
252,4,0.00020784619381657575
253,2,0.00010392309690828787
254,5,0.0002598077422707197
255,9,0.0004676539360872954
256,2,0.00010392309690828787
257,2,0.00010392309690828787
258,1,5.1961548454143937e-05
259,1,5.1961548454143937e-05
261,7,0.0003637308391790075
262,3,0.0001558846453624318
263,1,5.1961548454143937e-05
264,8,0.0004156923876331515
265,27,0.0014029618082618861
266,37,0.0019225772928033256
267,2,0.00010392309690828787
268,3,0.0001558846453624318
269,8,0.0004156923876331515
270,8,0.0004156923876331515
271,2,0.00010392309690828787
272,52,0.0027020005196154847
274,9,0.0004676539360872954
275,80,0.004156923876331515
276,6,0.0003117692907248636
277,1,5.1961548454143937e-05
278,2,0.00010392309690828787
279,4,0.00020784619381657575
280,6,0.0003117692907248636
281,101,0.005248116393868537
282,6,0.0003117692907248636
283,9,0.0004676539360872954
284,37,0.0019225772928033256
285,4,0.00020784619381657575
286,855,0.044427123928293066
287,2,0.00010392309690828787
288,4,0.00020784619381657575
289,3,0.0001558846453624318
290,1,5.1961548454143937e-05
291,2,0.00010392309690828787
292,4,0.00020784619381657575
293,2,0.00010392309690828787
294,24,0.0012470771628994544
295,10,0.0005196154845414394
297,11,0.0005715770329955832
298,2,0.00010392309690828787
299,1,5.1961548454143937e-05
300,42,0.002182385035074045
301,1,5.1961548454143937e-05
302,12,0.0006235385814497272
303,11,0.0005715770329955832
304,1,5.1961548454143937e-05
305,3,0.0001558846453624318
306,4,0.00020784619381657575
307,4,0.00020784619381657575
308,1,5.1961548454143937e-05
309,1,5.1961548454143937e-05
310,37,0.0019225772928033256
311,16,0.000831384775266303
312,6,0.0003117692907248636
313,8,0.0004156923876331515
315,5,0.0002598077422707197
316,8,0.0004156923876331515
317,21,0.0010911925175370225
319,14,0.000727461678358015
320,78,0.004053000779423227
321,3,0.0001558846453624318
322,1,5.1961548454143937e-05
324,5,0.0002598077422707197
325,3,0.0001558846453624318
326,43,0.002234346583528189
327,4,0.00020784619381657575
328,8,0.0004156923876331515
329,8,0.0004156923876331515
330,41,0.0021304234866199013
331,8,0.0004156923876331515
332,12,0.0006235385814497272
333,6,0.0003117692907248636
334,2,0.00010392309690828787
335,2,0.00010392309690828787
336,57,0.0029618082618862044
337,2,0.00010392309690828787
338,27,0.0014029618082618861
339,6,0.0003117692907248636
340,3,0.0001558846453624318
341,4,0.00020784619381657575
342,4,0.00020784619381657575
344,3,0.0001558846453624318
345,10,0.0005196154845414394
346,5,0.0002598077422707197
347,2,0.00010392309690828787
348,2,0.00010392309690828787
349,5,0.0002598077422707197
350,13,0.0006755001299038712
351,4,0.00020784619381657575
352,5,0.0002598077422707197
353,3,0.0001558846453624318
354,2,0.00010392309690828787
355,14,0.000727461678358015
356,8,0.0004156923876331515
357,5,0.0002598077422707197
358,5,0.0002598077422707197
359,1,5.1961548454143937e-05
360,36,0.0018706157443491816
361,12,0.0006235385814497272
362,9,0.0004676539360872954
363,7,0.0003637308391790075
364,617,0.03206027539620681
365,13,0.0006755001299038712
366,42,0.002182385035074045
367,3,0.0001558846453624318
368,4,0.00020784619381657575
370,8,0.0004156923876331515
371,7,0.0003637308391790075
372,6,0.0003117692907248636
373,3,0.0001558846453624318
374,8,0.0004156923876331515
375,67,0.0034814237464276436
376,2,0.00010392309690828787
377,5,0.0002598077422707197
378,2,0.00010392309690828787
379,7,0.0003637308391790075
380,7,0.0003637308391790075
381,49,0.0025461158742530526
382,4,0.00020784619381657575
383,4,0.00020784619381657575
384,4,0.00020784619381657575
385,3,0.0001558846453624318
386,26,0.0013510002598077424
387,2,0.00010392309690828787
388,4,0.00020784619381657575
389,6,0.0003117692907248636
390,4,0.00020784619381657575
391,10,0.0005196154845414394
392,1,5.1961548454143937e-05
393,3,0.0001558846453624318
394,1,5.1961548454143937e-05
395,15,0.000779423226812159
396,28,0.00145492335671603
397,3,0.0001558846453624318
398,3,0.0001558846453624318
400,7,0.0003637308391790075
401,3,0.0001558846453624318
402,22,0.0011431540659911665
403,3,0.0001558846453624318
404,1,5.1961548454143937e-05
405,4,0.00020784619381657575
406,4,0.00020784619381657575
407,3,0.0001558846453624318
408,3,0.0001558846453624318
409,3,0.0001558846453624318
410,8,0.0004156923876331515
411,2,0.00010392309690828787
412,6,0.0003117692907248636
413,2,0.00010392309690828787
414,2,0.00010392309690828787
415,3,0.0001558846453624318
416,28,0.00145492335671603
417,2,0.00010392309690828787
418,1,5.1961548454143937e-05
419,10,0.0005196154845414394
420,12,0.0006235385814497272
421,4,0.00020784619381657575
422,2,0.00010392309690828787
423,4,0.00020784619381657575
424,3,0.0001558846453624318
425,4,0.00020784619381657575
426,7,0.0003637308391790075
427,5,0.0002598077422707197
428,8,0.0004156923876331515
429,1,5.1961548454143937e-05
430,18,0.0009353078721745908
431,11,0.0005715770329955832
432,3,0.0001558846453624318
433,7,0.0003637308391790075
434,7,0.0003637308391790075
435,5,0.0002598077422707197
436,18,0.0009353078721745908
437,2,0.00010392309690828787
438,29,0.001506884905170174
439,4,0.00020784619381657575
440,2,0.00010392309690828787
441,41,0.0021304234866199013
442,4,0.00020784619381657575
443,4,0.00020784619381657575
444,21,0.0010911925175370225
445,5,0.0002598077422707197
446,10,0.0005196154845414394
447,28,0.00145492335671603
448,2,0.00010392309690828787
449,9,0.0004676539360872954
450,5,0.0002598077422707197
451,5,0.0002598077422707197
452,4,0.00020784619381657575
453,4,0.00020784619381657575
454,4,0.00020784619381657575
455,249,0.012938425565081839
456,3,0.0001558846453624318
457,4,0.00020784619381657575
458,5,0.0002598077422707197
459,4,0.00020784619381657575
460,6,0.0003117692907248636
461,4,0.00020784619381657575
462,3,0.0001558846453624318
463,2,0.00010392309690828787
464,17,0.0008833463237204468
465,10,0.0005196154845414394
466,2,0.00010392309690828787
467,4,0.00020784619381657575
468,4,0.00020784619381657575
469,5,0.0002598077422707197
471,7,0.0003637308391790075
472,8,0.0004156923876331515
473,4,0.00020784619381657575
474,24,0.0012470771628994544
475,2,0.00010392309690828787
476,6,0.0003117692907248636
477,5,0.0002598077422707197
478,3,0.0001558846453624318
479,4,0.00020784619381657575
480,17,0.0008833463237204468
481,6,0.0003117692907248636
482,8,0.0004156923876331515
483,3,0.0001558846453624318
484,6,0.0003117692907248636
485,5,0.0002598077422707197
486,14,0.000727461678358015
487,6,0.0003117692907248636
488,5,0.0002598077422707197
489,3,0.0001558846453624318
490,6,0.0003117692907248636
491,8,0.0004156923876331515
492,4,0.00020784619381657575
493,5,0.0002598077422707197
494,4,0.00020784619381657575
495,4,0.00020784619381657575
496,8,0.0004156923876331515
497,7,0.0003637308391790075
498,5,0.0002598077422707197
499,8,0.0004156923876331515
501,3,0.0001558846453624318
502,22,0.0011431540659911665
503,4,0.00020784619381657575
504,1,5.1961548454143937e-05
505,4,0.00020784619381657575
506,4,0.00020784619381657575
507,7,0.0003637308391790075
508,4,0.00020784619381657575
509,10,0.0005196154845414394
510,3,0.0001558846453624318
511,5,0.0002598077422707197
512,4,0.00020784619381657575
513,7,0.0003637308391790075
514,4,0.00020784619381657575
515,1,5.1961548454143937e-05
516,5,0.0002598077422707197
517,2,0.00010392309690828787
518,4,0.00020784619381657575
519,15,0.000779423226812159
520,5,0.0002598077422707197
521,6,0.0003117692907248636
522,3,0.0001558846453624318
523,5,0.0002598077422707197
524,2,0.00010392309690828787
525,20,0.0010392309690828788
526,7,0.0003637308391790075
527,2,0.00010392309690828787
529,5,0.0002598077422707197
530,7,0.0003637308391790075
531,4,0.00020784619381657575
532,5,0.0002598077422707197
533,1,5.1961548454143937e-05
534,5,0.0002598077422707197
535,16,0.000831384775266303
536,10,0.0005196154845414394
537,17,0.0008833463237204468
538,10,0.0005196154845414394
539,2,0.00010392309690828787
540,1,5.1961548454143937e-05
541,3,0.0001558846453624318
542,4,0.00020784619381657575
543,4,0.00020784619381657575
544,1,5.1961548454143937e-05
545,6,0.0003117692907248636
546,1,5.1961548454143937e-05
547,4,0.00020784619381657575
548,4,0.00020784619381657575
549,2,0.00010392309690828787
550,5,0.0002598077422707197
551,7,0.0003637308391790075
553,3,0.0001558846453624318
554,4,0.00020784619381657575
555,10,0.0005196154845414394
557,2,0.00010392309690828787
558,2,0.00010392309690828787
559,4,0.00020784619381657575
560,8,0.0004156923876331515
561,1,5.1961548454143937e-05
562,6,0.0003117692907248636
563,2,0.00010392309690828787
564,13,0.0006755001299038712
565,18,0.0009353078721745908
566,4,0.00020784619381657575
567,2,0.00010392309690828787
568,8,0.0004156923876331515
569,3,0.0001558846453624318
570,5,0.0002598077422707197
571,8,0.0004156923876331515
572,1,5.1961548454143937e-05
573,2,0.00010392309690828787
574,18,0.0009353078721745908
575,5,0.0002598077422707197
576,7,0.0003637308391790075
577,2,0.00010392309690828787
578,4,0.00020784619381657575
579,1,5.1961548454143937e-05
580,12,0.0006235385814497272
581,4,0.00020784619381657575
582,1,5.1961548454143937e-05
583,5,0.0002598077422707197
584,2,0.00010392309690828787
585,2,0.00010392309690828787
586,7,0.0003637308391790075
587,5,0.0002598077422707197
588,1,5.1961548454143937e-05
589,6,0.0003117692907248636
590,3,0.0001558846453624318
591,6,0.0003117692907248636
593,4,0.00020784619381657575
594,3,0.0001558846453624318
595,4,0.00020784619381657575
596,3,0.0001558846453624318
597,2,0.00010392309690828787
598,1,5.1961548454143937e-05
599,2,0.00010392309690828787
600,19,0.0009872694206287348
601,6,0.0003117692907248636
602,5,0.0002598077422707197
603,3,0.0001558846453624318
604,3,0.0001558846453624318
605,4,0.00020784619381657575
606,3,0.0001558846453624318
607,5,0.0002598077422707197
608,3,0.0001558846453624318
609,5,0.0002598077422707197
610,15,0.000779423226812159
612,4,0.00020784619381657575
613,1,5.1961548454143937e-05
614,3,0.0001558846453624318
615,4,0.00020784619381657575
616,3,0.0001558846453624318
617,5,0.0002598077422707197
618,2,0.00010392309690828787
619,1,5.1961548454143937e-05
620,6,0.0003117692907248636
621,2,0.00010392309690828787
622,2,0.00010392309690828787
623,4,0.00020784619381657575
624,1,5.1961548454143937e-05
625,3,0.0001558846453624318
626,1,5.1961548454143937e-05
627,2,0.00010392309690828787
628,3,0.0001558846453624318
629,1,5.1961548454143937e-05
630,2,0.00010392309690828787
631,4,0.00020784619381657575
632,2,0.00010392309690828787
633,1,5.1961548454143937e-05
634,1,5.1961548454143937e-05
635,4,0.00020784619381657575
636,6,0.0003117692907248636
638,3,0.0001558846453624318
639,4,0.00020784619381657575
640,3,0.0001558846453624318
641,3,0.0001558846453624318
642,6,0.0003117692907248636
643,4,0.00020784619381657575
645,1,5.1961548454143937e-05
646,4,0.00020784619381657575
647,2,0.00010392309690828787
648,3,0.0001558846453624318
649,2,0.00010392309690828787
650,1,5.1961548454143937e-05
651,2,0.00010392309690828787
652,1,5.1961548454143937e-05
653,1,5.1961548454143937e-05
654,3,0.0001558846453624318
655,2,0.00010392309690828787
656,3,0.0001558846453624318
657,3,0.0001558846453624318
660,4,0.00020784619381657575
661,3,0.0001558846453624318
662,1,5.1961548454143937e-05
663,2,0.00010392309690828787
664,2,0.00010392309690828787
665,11,0.0005715770329955832
667,3,0.0001558846453624318
668,1,5.1961548454143937e-05
669,1,5.1961548454143937e-05
670,4,0.00020784619381657575
671,2,0.00010392309690828787
673,1,5.1961548454143937e-05
674,1,5.1961548454143937e-05
675,3,0.0001558846453624318
676,3,0.0001558846453624318
677,1,5.1961548454143937e-05
679,1,5.1961548454143937e-05
680,1,5.1961548454143937e-05
681,3,0.0001558846453624318
682,1,5.1961548454143937e-05
684,4,0.00020784619381657575
686,1,5.1961548454143937e-05
687,5,0.0002598077422707197
688,1,5.1961548454143937e-05
689,3,0.0001558846453624318
690,2,0.00010392309690828787
692,2,0.00010392309690828787
693,4,0.00020784619381657575
695,1,5.1961548454143937e-05
696,3,0.0001558846453624318
697,1,5.1961548454143937e-05
698,2,0.00010392309690828787
699,1,5.1961548454143937e-05
701,2,0.00010392309690828787
702,3,0.0001558846453624318
703,2,0.00010392309690828787
704,4,0.00020784619381657575
705,3,0.0001558846453624318
706,22,0.0011431540659911665
708,1,5.1961548454143937e-05
709,1,5.1961548454143937e-05
710,2,0.00010392309690828787
711,1,5.1961548454143937e-05
712,3,0.0001558846453624318
713,1,5.1961548454143937e-05
714,1,5.1961548454143937e-05
715,3,0.0001558846453624318
716,1,5.1961548454143937e-05
717,2,0.00010392309690828787
718,6,0.0003117692907248636
719,2,0.00010392309690828787
720,2,0.00010392309690828787
721,1,5.1961548454143937e-05
722,1,5.1961548454143937e-05
723,1,5.1961548454143937e-05
724,4,0.00020784619381657575
726,2,0.00010392309690828787
727,4,0.00020784619381657575
728,1,5.1961548454143937e-05
729,1,5.1961548454143937e-05
730,8,0.0004156923876331515
731,6,0.0003117692907248636
732,3,0.0001558846453624318
733,1,5.1961548454143937e-05
735,2,0.00010392309690828787
736,4,0.00020784619381657575
737,3,0.0001558846453624318
738,1,5.1961548454143937e-05
739,1,5.1961548454143937e-05
740,3,0.0001558846453624318
744,3,0.0001558846453624318
745,1,5.1961548454143937e-05
746,5,0.0002598077422707197
747,3,0.0001558846453624318
749,3,0.0001558846453624318
750,1,5.1961548454143937e-05
754,1,5.1961548454143937e-05
755,1,5.1961548454143937e-05
757,1,5.1961548454143937e-05
758,2,0.00010392309690828787
759,2,0.00010392309690828787
760,2,0.00010392309690828787
761,3,0.0001558846453624318
762,2,0.00010392309690828787
763,1,5.1961548454143937e-05
764,2,0.00010392309690828787
765,3,0.0001558846453624318
766,1,5.1961548454143937e-05
767,2,0.00010392309690828787
768,1,5.1961548454143937e-05
769,1,5.1961548454143937e-05
770,1,5.1961548454143937e-05
771,3,0.0001558846453624318
772,1,5.1961548454143937e-05
773,2,0.00010392309690828787
774,3,0.0001558846453624318
775,1,5.1961548454143937e-05
776,3,0.0001558846453624318
780,2,0.00010392309690828787
781,5,0.0002598077422707197
782,1,5.1961548454143937e-05
783,1,5.1961548454143937e-05
786,1,5.1961548454143937e-05
787,2,0.00010392309690828787
788,2,0.00010392309690828787
790,1,5.1961548454143937e-05
791,1,5.1961548454143937e-05
796,3,0.0001558846453624318
798,3,0.0001558846453624318
802,2,0.00010392309690828787
803,1,5.1961548454143937e-05
804,1,5.1961548454143937e-05
805,1,5.1961548454143937e-05
807,2,0.00010392309690828787
808,2,0.00010392309690828787
809,2,0.00010392309690828787
811,2,0.00010392309690828787
812,1,5.1961548454143937e-05
814,4,0.00020784619381657575
815,2,0.00010392309690828787
816,1,5.1961548454143937e-05
817,1,5.1961548454143937e-05
818,2,0.00010392309690828787
819,1,5.1961548454143937e-05
820,1,5.1961548454143937e-05
822,1,5.1961548454143937e-05
825,2,0.00010392309690828787
826,2,0.00010392309690828787
830,2,0.00010392309690828787
831,3,0.0001558846453624318
832,2,0.00010392309690828787
833,3,0.0001558846453624318
834,1,5.1961548454143937e-05
835,1,5.1961548454143937e-05
836,1,5.1961548454143937e-05
838,2,0.00010392309690828787
839,1,5.1961548454143937e-05
840,1,5.1961548454143937e-05
842,3,0.0001558846453624318
843,1,5.1961548454143937e-05
846,1,5.1961548454143937e-05
847,2,0.00010392309690828787
849,1,5.1961548454143937e-05
850,3,0.0001558846453624318
851,2,0.00010392309690828787
852,2,0.00010392309690828787
853,3,0.0001558846453624318
855,1,5.1961548454143937e-05
856,2,0.00010392309690828787
857,3,0.0001558846453624318
859,1,5.1961548454143937e-05
860,1,5.1961548454143937e-05
861,2,0.00010392309690828787
862,1,5.1961548454143937e-05
863,4,0.00020784619381657575
864,2,0.00010392309690828787
866,3,0.0001558846453624318
867,2,0.00010392309690828787
868,2,0.00010392309690828787
869,2,0.00010392309690828787
870,2,0.00010392309690828787
871,2,0.00010392309690828787
873,3,0.0001558846453624318
874,3,0.0001558846453624318
875,1,5.1961548454143937e-05
876,1,5.1961548454143937e-05
877,2,0.00010392309690828787
879,2,0.00010392309690828787
880,1,5.1961548454143937e-05
881,1,5.1961548454143937e-05
883,3,0.0001558846453624318
884,1,5.1961548454143937e-05
886,3,0.0001558846453624318
888,1,5.1961548454143937e-05
889,1,5.1961548454143937e-05
890,1,5.1961548454143937e-05
891,1,5.1961548454143937e-05
892,1,5.1961548454143937e-05
893,2,0.00010392309690828787
894,1,5.1961548454143937e-05
896,1,5.1961548454143937e-05
897,1,5.1961548454143937e-05
899,2,0.00010392309690828787
900,1,5.1961548454143937e-05
904,1,5.1961548454143937e-05
905,1,5.1961548454143937e-05
908,3,0.0001558846453624318
914,1,5.1961548454143937e-05
915,1,5.1961548454143937e-05
917,2,0.00010392309690828787
918,1,5.1961548454143937e-05
919,1,5.1961548454143937e-05
920,1,5.1961548454143937e-05
921,2,0.00010392309690828787
922,1,5.1961548454143937e-05
923,1,5.1961548454143937e-05
924,2,0.00010392309690828787
930,2,0.00010392309690828787
931,1,5.1961548454143937e-05
932,1,5.1961548454143937e-05
935,2,0.00010392309690828787
936,1,5.1961548454143937e-05
940,1,5.1961548454143937e-05
942,1,5.1961548454143937e-05
946,1,5.1961548454143937e-05
947,2,0.00010392309690828787
948,2,0.00010392309690828787
950,1,5.1961548454143937e-05
952,2,0.00010392309690828787
954,1,5.1961548454143937e-05
955,1,5.1961548454143937e-05
956,2,0.00010392309690828787
957,1,5.1961548454143937e-05
961,1,5.1961548454143937e-05
964,1,5.1961548454143937e-05
969,1,5.1961548454143937e-05
973,1,5.1961548454143937e-05
974,1,5.1961548454143937e-05
975,1,5.1961548454143937e-05
978,2,0.00010392309690828787
979,1,5.1961548454143937e-05
981,2,0.00010392309690828787
985,1,5.1961548454143937e-05
987,1,5.1961548454143937e-05
989,1,5.1961548454143937e-05
993,1,5.1961548454143937e-05
997,1,5.1961548454143937e-05
1000,2,0.00010392309690828787
1002,1,5.1961548454143937e-05
1003,2,0.00010392309690828787
1004,1,5.1961548454143937e-05
1005,1,5.1961548454143937e-05
1007,1,5.1961548454143937e-05
1008,1,5.1961548454143937e-05
1009,1,5.1961548454143937e-05
1011,1,5.1961548454143937e-05
1013,1,5.1961548454143937e-05
1019,1,5.1961548454143937e-05
1024,1,5.1961548454143937e-05
1028,1,5.1961548454143937e-05
1031,1,5.1961548454143937e-05
1037,1,5.1961548454143937e-05
1038,1,5.1961548454143937e-05
1040,1,5.1961548454143937e-05
1043,2,0.00010392309690828787
1045,1,5.1961548454143937e-05
1046,1,5.1961548454143937e-05
1047,1,5.1961548454143937e-05
1049,1,5.1961548454143937e-05
1053,1,5.1961548454143937e-05
1054,3,0.0001558846453624318
1057,1,5.1961548454143937e-05
1064,1,5.1961548454143937e-05
1065,1,5.1961548454143937e-05
1066,1,5.1961548454143937e-05
1071,1,5.1961548454143937e-05
1076,2,0.00010392309690828787
1077,1,5.1961548454143937e-05
1079,1,5.1961548454143937e-05
1080,1,5.1961548454143937e-05
1081,1,5.1961548454143937e-05
1082,1,5.1961548454143937e-05
1083,1,5.1961548454143937e-05
1087,4,0.00020784619381657575
1089,1,5.1961548454143937e-05
1093,1,5.1961548454143937e-05
1098,2,0.00010392309690828787
1099,1,5.1961548454143937e-05
1102,1,5.1961548454143937e-05
1105,1,5.1961548454143937e-05
1108,1,5.1961548454143937e-05
1111,1,5.1961548454143937e-05
1113,1,5.1961548454143937e-05
1116,1,5.1961548454143937e-05
1119,1,5.1961548454143937e-05
1122,1,5.1961548454143937e-05
1131,1,5.1961548454143937e-05
1132,2,0.00010392309690828787
1134,1,5.1961548454143937e-05
1150,1,5.1961548454143937e-05
1151,1,5.1961548454143937e-05
1152,1,5.1961548454143937e-05
1158,1,5.1961548454143937e-05
1161,2,0.00010392309690828787
1164,3,0.0001558846453624318
1166,1,5.1961548454143937e-05
1172,1,5.1961548454143937e-05
1180,1,5.1961548454143937e-05
1181,2,0.00010392309690828787
1190,1,5.1961548454143937e-05
1192,1,5.1961548454143937e-05
1200,1,5.1961548454143937e-05
1201,3,0.0001558846453624318
1203,1,5.1961548454143937e-05
1204,1,5.1961548454143937e-05
1224,2,0.00010392309690828787
1228,1,5.1961548454143937e-05
1230,1,5.1961548454143937e-05
1240,2,0.00010392309690828787
1245,1,5.1961548454143937e-05
1256,1,5.1961548454143937e-05
1273,1,5.1961548454143937e-05
1279,1,5.1961548454143937e-05
1330,1,5.1961548454143937e-05
1336,1,5.1961548454143937e-05
1343,1,5.1961548454143937e-05
1348,1,5.1961548454143937e-05
1367,1,5.1961548454143937e-05
1377,1,5.1961548454143937e-05
1391,1,5.1961548454143937e-05
1419,1,5.1961548454143937e-05
1455,1,5.1961548454143937e-05
1475,1,5.1961548454143937e-05
1483,1,5.1961548454143937e-05
1504,1,5.1961548454143937e-05
1545,1,5.1961548454143937e-05
1565,1,5.1961548454143937e-05
1655,1,5.1961548454143937e-05
1658,1,5.1961548454143937e-05
1665,1,5.1961548454143937e-05
1726,1,5.1961548454143937e-05
1796,1,5.1961548454143937e-05
